Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
Ribociclib,1632,MDA-MB-231,905960,BRCA,breast,breast,3.3064778225621674,.97182765432639351,4,.058936175563524464,-.7850930053431594,GDSC2
Ribociclib,1632,BT-20,906801,BRCA,breast,breast,3.0710532609584478,.97815001512000133,4,.10536229488038394,-1.0225401395619846,GDSC2
Ribociclib,1632,COLO-824,906812,BRCA,breast,breast,4.2111439565456399,.97706358237454027,4,.10270529301364308,.12734526989840461,GDSC2
Ribociclib,1632,CAL-120,906826,BRCA,breast,breast,6.988548448684643,.97131659563843475,4,.068303232683582918,2.9286109183611355,GDSC2
Ribociclib,1632,DU-4475,906844,BRCA,breast,breast,3.0311209771536918,.99035417893800326,4,.080017695342479905,-1.0628154884366379,GDSC2
Ribociclib,1632,EFM-19,906851,BRCA,breast,breast,3.8286881701182507,.96558414423224515,4,.074749261024161823,-.25839625950689343,GDSC2
Ribociclib,1632,EVSA-T,906862,BRCA,breast,breast,3.0186564189037979,.98134422509929742,4,.08468129082579226,-1.0753871318351835,GDSC2
Ribociclib,1632,HCC1419,907045,BRCA,breast,breast,3.4693291903806891,.97930034859455672,4,.11436551360089385,-.62084255361156393,GDSC2
Ribociclib,1632,HCC1569,907046,BRCA,breast,breast,2.9350180690635499,.96253269447533152,4,.10790392442738135,-1.1597440330228659,GDSC2
Ribociclib,1632,HCC70,907048,BRCA,breast,breast,3.1653102697556785,.97850231751574124,4,.10581939823601154,-.92747335270474007,GDSC2
Ribociclib,1632,MDA-MB-175-VII,908120,BRCA,breast,breast,6.4172148165041154,.96785826314392343,4,.071504904513685033,2.3523688613728253,GDSC2
Ribociclib,1632,MDA-MB-361,908121,BRCA,breast,breast,3.8245027653839534,.9821658290466877,4,.086525827349516693,-.26261762176805648,GDSC2
Ribociclib,1632,MDA-MB-453,908122,BRCA,breast,breast,2.9407231795577515,.94870442358138907,4,.072539418982947731,-1.1539899089500762,GDSC2
Ribociclib,1632,MDA-MB-468,908123,BRCA,breast,breast,4.4974987900448156,.99055678015289172,4,.087739919852440812,.41616022667653296,GDSC2
Ribociclib,1632,MRK-nu-1,908151,BRCA,breast,breast,2.8613461656194277,.9844102286169395,4,.11060074668370749,-1.2340488643713401,GDSC2
Ribociclib,1632,OCUB-M,909256,BRCA,breast,breast,3.455612396223871,.98597288264829985,4,.09067099686097034,-.6346771910895701,GDSC2
Ribociclib,1632,UACC-893,909778,BRCA,breast,breast,4.2317447401367323,.97938946465090915,4,.075530551485614522,.14812303833957904,GDSC2
Ribociclib,1632,ZR-75-30,909907,BRCA,breast,breast,4.6714324418324571,.95627498909594055,4,.11704529241470882,.59158817217148596,GDSC2
Ribociclib,1632,AU565,910704,BRCA,breast,breast,3.5194782541294432,.9709842649687852,4,.11694333830247289,-.57026265069156756,GDSC2
Ribociclib,1632,CAL-85-1,910852,BRCA,breast,breast,5.1739376401293002,.98931760948272074,4,.069053921441398311,1.0984104784459332,GDSC2
Ribociclib,1632,CAL-51,910927,BRCA,breast,breast,5.4541848840813545,.98961058338372843,4,.059592364013242645,1.3810653743320722,GDSC2
Ribociclib,1632,MFM-223,910948,BRCA,breast,breast,3.388506547020727,.92044645438469863,4,.13137226242838287,-.7023595581037152,GDSC2
Ribociclib,1632,CAL-148,924106,BRCA,breast,breast,4.4927532963707106,.98713242155702685,4,.045839180109083499,.41137396365582707,GDSC2
Ribociclib,1632,MDA-MB-415,924240,BRCA,breast,breast,2.8109304437636093,.97016142718898624,4,.092074756757341461,-1.2848977163037389,GDSC2
Ribociclib,1632,MDA-MB-157,925338,BRCA,breast,breast,4.5929598963931824,.98466927304473351,4,.07932083806871093,.51244145569261401,GDSC2
Ribociclib,1632,BT-474,946359,BRCA,breast,breast,4.3679506939113457,.95799600205593072,4,.10458624594443608,.2854991607246477,GDSC2
Ribociclib,1632,CAMA-1,946382,BRCA,breast,breast,3.6643614521612915,.98058076633487912,4,.10555625202126986,-.42413473636192961,GDSC2
Ribociclib,1632,BT-483,949093,BRCA,breast,breast,5.9660604608005343,.95594965081718097,4,.095811927183120218,1.8973385615501781,GDSC2
Ribociclib,1632,MDA-MB-436,1240172,BRCA,breast,breast,4.6530632253196638,.97799353272809353,4,.051244865468147938,.57306114258249263,GDSC2
Ribociclib,1632,EFM-192A,1290798,BRCA,breast,breast,3.5928802485214728,.96190587609530043,4,.086933250674247675,-.4962300472299484,GDSC2
Ribociclib,1632,HCC1428,1290905,BRCA,breast,breast,5.7565975994206307,.96810907510360167,4,.065846893424166275,1.6860761689555928,GDSC2
Ribociclib,1632,HDQ-P1,1290922,BRCA,breast,breast,5.1656037538984529,.98668781422911866,4,.054310506819024107,1.0900049943751957,GDSC2
Ribociclib,1632,JIMT-1,1298157,BRCA,breast,breast,4.9248094828321625,.99085088505153041,4,.047515643463635709,.84714201860275506,GDSC2
Ribociclib,1632,HCC1500,1303900,BRCA,breast,breast,3.8118201089098958,.98197889943819161,4,.081334152022969106,-.2754092371098571,GDSC2
AGI-6780,1634,HCC1954,749709,BRCA,breast,breast,4.4255861986609153,.97653248024223238,10,.079802804550340944,.21588779243641851,GDSC2
AGI-6780,1634,HCC1143,749710,BRCA,breast,breast,5.7771926007899275,.97605432882723286,10,.093052936911215162,1.4998727089731536,GDSC2
AGI-6780,1634,HCC1187,749711,BRCA,breast,breast,5.3301272657733731,.98840037633551592,10,.11621198139336632,1.0751742568472169,GDSC2
AGI-6780,1634,HCC1937,749714,BRCA,breast,breast,3.6755606829755578,.92918749478416962,10,.030949065163090542,-.49661360415415795,GDSC2
AGI-6780,1634,HCC2157,749715,BRCA,breast,breast,5.2133843108290332,.97989099160635573,10,.023060729609685564,.96427200525655554,GDSC2
AGI-6780,1634,HCC38,749717,BRCA,breast,breast,6.0527222851991764,.98279711428852612,10,.052445839069936412,1.761617517433919,GDSC2
AGI-6780,1634,T47D,905945,BRCA,breast,breast,3.3310252038303378,.9301336392960714,10,.11106527110343947,-.82391181592453533,GDSC2
AGI-6780,1634,MCF7,905946,BRCA,breast,breast,3.9097599506250926,.92638885587919184,10,.064016905948866498,-.27413143282655461,GDSC2
AGI-6780,1634,BT-549,905951,BRCA,breast,breast,4.9560446884103708,.95881193167729994,10,.046462804866960881,.71980720167738299,GDSC2
AGI-6780,1634,Hs-578-T,905957,BRCA,breast,breast,3.7985343142814809,.94636176200644251,10,.066827052062388148,-.37979239978590318,GDSC2
AGI-6780,1634,MDA-MB-231,905960,BRCA,breast,breast,5.2387504528818143,.98777641153223761,10,.078843745029788651,.98836906763743526,GDSC2
AGI-6780,1634,BT-20,906801,BRCA,breast,breast,3.7413159500392812,.9722494835286053,10,.032143379794978839,-.43414810313279867,GDSC2
AGI-6780,1634,COLO-824,906812,BRCA,breast,breast,3.5762579970415764,.93548580771044498,10,.074536094860698773,-.59094813135821478,GDSC2
AGI-6780,1634,CAL-120,906826,BRCA,breast,breast,6.2993071153643765,.94561344086243126,10,.077279099680311283,1.9958655959279039,GDSC2
AGI-6780,1634,DU-4475,906844,BRCA,breast,breast,2.1277387727096015,.91529307602119103,10,.020071532503672315,-1.9669972773419286,GDSC2
AGI-6780,1634,EFM-19,906851,BRCA,breast,breast,3.7071236405493262,.93429523020319738,10,.10550021386008722,-.46662975576296101,GDSC2
AGI-6780,1634,EVSA-T,906862,BRCA,breast,breast,2.689803664538748,.93634228579939605,10,.10395682262862505,-1.4330527487523175,GDSC2
AGI-6780,1634,HCC1419,907045,BRCA,breast,breast,2.9532138976478008,.93256742996769404,10,.12580371539990476,-1.1828210499081104,GDSC2
AGI-6780,1634,HCC1569,907046,BRCA,breast,breast,3.161825446218204,.9366005402713935,10,.0707600028386101,-.98464643238791216,GDSC2
AGI-6780,1634,HCC70,907048,BRCA,breast,breast,3.7998231108126621,.97193638426642359,10,.04266359380733694,-.37856808233378475,GDSC2
AGI-6780,1634,MDA-MB-361,908121,BRCA,breast,breast,3.7943047531518261,.96130114842278591,10,.11510486091485156,-.38381035404055341,GDSC2
AGI-6780,1634,MDA-MB-453,908122,BRCA,breast,breast,2.8670569679379945,.90415668012987216,10,.11478746292104998,-1.2646675090757016,GDSC2
AGI-6780,1634,MDA-MB-468,908123,BRCA,breast,breast,2.7349865975607095,.91699047904016795,10,.097348219591904123,-1.3901303385049957,GDSC2
AGI-6780,1634,MRK-nu-1,908151,BRCA,breast,breast,3.4465556398027424,.97684162329095225,10,.078546694657336213,-.71416142042787267,GDSC2
AGI-6780,1634,OCUB-M,909256,BRCA,breast,breast,2.2742490194968621,.90411127602168873,10,.13845228609616231,-1.8278170051143032,GDSC2
AGI-6780,1634,ZR-75-30,909907,BRCA,breast,breast,5.375855399298338,.95142985433191396,10,.12147543620299869,1.1186145909673777,GDSC2
AGI-6780,1634,AU565,910704,BRCA,breast,breast,3.137650828883352,.92685635811367162,10,.053984612623714602,-1.0076115825766834,GDSC2
AGI-6780,1634,CAL-85-1,910852,BRCA,breast,breast,3.9436941312143285,.95128145090662575,10,.078014298490884357,-.24189499479031801,GDSC2
AGI-6780,1634,CAL-51,910927,BRCA,breast,breast,3.636231676788209,.93528027441764361,10,.10762653600248404,-.53397496219995666,GDSC2
AGI-6780,1634,MFM-223,910948,BRCA,breast,breast,5.4712471837903358,.95378181779820626,10,.087828471726121335,1.2092338809147458,GDSC2
AGI-6780,1634,MDA-MB-415,924240,BRCA,breast,breast,4.1930115614500405,.98063404914017227,10,.032101851539917882,-.0050510294553578871,GDSC2
AGI-6780,1634,MDA-MB-157,925338,BRCA,breast,breast,3.3646163968217073,.93125847658069072,10,.068515927990062231,-.79200120565999765,GDSC2
AGI-6780,1634,BT-474,946359,BRCA,breast,breast,4.4080548404032394,.93411624042682528,10,.072579984055337096,.19923353603914154,GDSC2
AGI-6780,1634,CAMA-1,946382,BRCA,breast,breast,3.374535141017752,.94809891068111773,10,.11612189995904716,-.7825787007660826,GDSC2
AGI-6780,1634,MDA-MB-436,1240172,BRCA,breast,breast,4.2791348389616912,.95058874857641851,10,.13511921529440271,.076763461148920756,GDSC2
AGI-6780,1634,EFM-192A,1290798,BRCA,breast,breast,4.705405803716479,.96636055453304304,10,.12498994848970556,.48170789485430876,GDSC2
AGI-6780,1634,HCC1428,1290905,BRCA,breast,breast,5.1229702529224568,.93581893626200319,10,.086833823450560524,.87838140396015674,GDSC2
AGI-6780,1634,HDQ-P1,1290922,BRCA,breast,breast,3.6304752415505512,.93355382760794159,10,.039776023537857565,-.53944340035364602,GDSC2
AGI-6780,1634,JIMT-1,1298157,BRCA,breast,breast,4.9312389376130978,.98109002169404713,10,.019726107366789796,.69624249392156146,GDSC2
AGI-6780,1634,HCC1500,1303900,BRCA,breast,breast,3.8875626580580782,.96405582066260964,10,.09944369087634175,-.29521818470868949,GDSC2
